1857374445,40.6238405,-8.6575435,1
1808240678,40.6237611,-8.6578634,2
1857374437,40.6238405,-8.6575435,2
3206523132,40.6290883,-8.6570103,1
3206523134,40.6289517,-8.6571863,1
3206523138,40.6288586,-8.6573047,1
3206523140,40.6291329,-8.6568867,2
3206523136,40.6290765,-8.6570254,2
3206523144,40.6289442,-8.657197,2
2932885435,40.6288905,-8.6572676,3
3206523142,40.6290287,-8.6570859,3
2932885431,40.6291346,-8.6569553,3
3107779020,40.629234,-8.6568222,3
2610311733,40.6293069,-8.656726,3
1857374413,40.6296255,-8.6557862,1
1857374435,40.6296148,-8.6554107,1
1857374397,40.6294799,-8.6553752,1
1857374403,40.6293491,-8.6554141,1
5575497981,40.6295995,-8.6558044,2
5575497979,40.6296601,-8.6557319,2
1857374405,40.6297868,-8.6555127,2
1857374393,40.6296901,-8.6554215,2
7050315277,40.6295354,-8.655341,2
7050315273,40.629427,-8.6553403,2
7050315275,40.6292784,-8.6554208,2
1857374433,40.6295466,-8.6557842,3
7050315279,40.6296998,-8.6555844,3
7050315281,40.6297736,-8.6554563,3
7050315287,40.6296545,-8.6553893,3
7050315289,40.6295043,-8.6553363,3
7050315283,40.629371,-8.6553014,3
7050315285,40.6293736,-8.6554986,3
6857537775,40.629769,-8.6556106,1
7447168771,40.6293985,-8.6556213,1
1861243993,40.6323712,-8.6595742,1
6857537761,40.6326155,-8.6595487,1
1861244011,40.6324404,-8.6595588,2
1861243977,40.6326557,-8.6595621,2
1861243999,40.6323679,-8.6595507,3
6857537763,40.632591,-8.6595708,3
1861243975,40.6325066,-8.6591631,1
7050315293,40.6326867,-8.6592201,1
7050315493,40.6324562,-8.659086,2
1861243979,40.6326938,-8.6592228,2
7050315495,40.6324837,-8.6591102,3
1861243991,40.6324391,-8.6596416,1
4728956865,40.6326582,-8.6592315,3
7447168769,40.6324318,-8.6589781,2
7447168765,40.632410899999996,-8.6590371,3
7447168763,40.6327742,-8.6592128,2
1827292788,40.6338503,-8.6592727,1
1827292670,40.6338172,-8.6595282,1
1827292668,40.6336404,-8.6595916,1
7310925695,40.6333859,-8.659203,1
1827292786,40.6337935,-8.659553,3
1827292662,40.6335274,-8.6594377,2
1827292674,40.6336658,-8.6595912,2
1827292481,40.6338729,-8.6594578,2
1827292666,40.6334882,-8.6592063,2
1827292660,40.6333523,-8.659203,2
1827292654,40.6337518,-8.6595939,3
1827292652,40.6336165,-8.6595966,3
1827292650,40.6334958,-8.6592037,3
1827292646,40.633359,-8.6591996,3
5348776430,40.6332898,-8.6591299,1
7310925693,40.6335564,-8.6591333,1
8096453779,40.6335391,-8.659081,1
7447168951,40.6334745,-8.6592553,1
1857374381,40.6289935,-8.6563811,1
1857374387,40.6290549,-8.6565554,3
1857374379,40.6288041,-8.6566501,1
1857374383,40.6288484,-8.6561754,1
1857374385,40.6289639,-8.6559071,3
1857374377,40.6288505,-8.6561779,2
1857374391,40.6289529,-8.6564657,2
1857374389,40.6288808,-8.6566616,2
1857374361,40.628807,-8.6566712,2
1857374365,40.6288948,-8.6562538,3
1857374367,40.6290953,-8.6564269,3
1857374371,40.6288625,-8.6565917,3
1857374375,40.628705,-8656161,2
1857374369,40.6287521,-8.6567312,3
1857374373,40.62895,-8.655923,2
1857374363,40.6289652,-8.6559011,1
1811459868,40.6287561,-8.6562804,3
3764896210,40.628984,-8.656292,2
3936213705,40.629101,-8.656372,2
5008177181,40.6297115,-8.6574308,1
5008177179,40.6296181,-8.6576696,1
1827293069,40.6294791,-8.6578513,1
6857537787,40.6296859,-8.6575033,3
1827293071,40.6296019,-8.657616,3
1827293084,40.6294359,-8.6578317,3
7050315306,40.6305417,-8.6571883,1
7050315308,40.6307126,-8.6572561,1
1861243762,40.6308831,-8.6569939,1
1861243764,40.6310939,-8.6569112,1
1861243780,40.6307364,-8.6573871,2
7050315310,40.6306975,-8.6572202,2
1861243782,40.6308877,-8.6571908,2
1861243806,40.6308858,-8.656983,2
1861243790,40.6310112,-8.6570291,2
1861243808,40.6311189,-8.656786,2
1861243812,40.630692,-8.6572302,3
1861243814,40.630842,-8.657048,3
1861243788,40.6310703,-8.6567244,3
5348776424,40.6310887,-8.6569305,2
2932885077,40.6311157,-8.6567009,1
5575498355,40.6306693,-8.6574217,2
5575498353,40.6306762,-8.6574107,3
8096453940,40.6309548,-8.6568878,1
1861243786,40.6340743,-8.6583757,1
1861243804,40.6341581,-8.6586136,1
1861243800,40.6340681,-8.6591784,1
1861243820,40.6341626,-8.658998,1
1861243796,40.6343057,-8.6588089,1
1861243810,40.6342187,-8.659125,1
1827293098,40.6339701,-8.6586536,2
1861243798,40.6343061,-8.6588088,2
1861243818,40.6341254,-8.6585686,2
1827293102,40.634465,-8.6588526,1
1861243792,40.634004,-8.658911,None
1861243822,40.6341065,-8.6585423,3
8005051115,40.6342307,-8.6587867,1
1861243953,40.6297008,-8.6580393,4
1861243959,40.6298478,-8.657926,4
5036791765,40.6300581,-8.657634,3
1861243963,40.6298837,-8.6578384,3
1861243949,40.6297234,-8.658074,3
1861243961,40.6295624,-8.6582085,4
1861243947,40.6299392,-8.6575979,4
1861243965,40.6296514,-8.6579634,4
1827293096,40.629615,-8.6581552,1
1827293088,40.6298458,-8.6577213,4
1837671953,40.6298097,-8.6579562,1
2272832934,40.6300081,-8.6577007,1
6857537690,40.6296117,-8.6582085,3
6171177378,40.6297201,-8.6579802,2
7152827689,40.6299056,-8.6577388,2
7310925646,40.629626,-8.6582279,4
7447169345,40.6300247,-8.6576618,2
8096453761,40.6298962,-8.6578471,1
7310925661,40.6297659,-8.6580127,1
1908476753,40.6317425,-8.6587884,1
1920716206,40.6319833,-8.6587938,1
1908476755,40.6319242,-8.6590757,1
1908476751,40.6319303,-8.6583559,1
1920716208,40.632355,-8.6589168,1
1908476745,40.6316105,-8.6585852,2
1908476743,40.6318064,-8.6588367,2
1908476740,40.6319901,-8.6590982,2
1908476747,40.6318258,-8.6581782,2
1852803204,40.6319311,-8.6584102,2
1852803206,40.6321056,-8.65848,2
3574751496,40.6322125,-8.6586597,2
1861244054,40.6316705,-8.6586402,3
1852803200,40.6318237,-8.6588535,3
1852803208,40.6320125,-8.6590231,3
1852803202,40.6321525,-8.6591425,1
1852803212,40.6321128,-8.6591918,2
1852803210,40.6320965,-8.6592236,3
4031752728,40.6323107,-8.6588615,2
6857537769,40.632902,-8.659132,1
8096453626,40.633087,-8.65924,1
7257524370,40.6331107,-8.6595529,1
1837671949,40.6332481,-8.6595341,1
1837671965,40.6334516,-8.6595978,1
7257524366,40.6328267,-8.6592075,2
4100592356,40.6331682,-8.6595401,2
4100592358,40.6333799,-8.6595542,2
7152828138,40.6329285,-8.6591881,3
7152828080,40.6331473,-8.6592559,3
5053550503,40.6331738,-8.6594563,3
5036791767,40.633243,-8.6595824,3
5036791783,40.6334542,-8.6595978,3
6857537771,40.6329835,-8.6591378,1
7257524372,40.6331677,-8.6592518,2
7257524376,40.632984,-8.6592076,2
8096453645,40.6328746,-8.6592652,1
8096453763,40.6329779,-8.6592659,1
8096453773,40.6330649,-8.6591358,1
8096453942,40.6332043,-8.6591834,1
3812024327,40.6352929,-8.6578393,2
3812024337,40.6350323,-8.6581828,2
3812024333,40.6353116,-8.6578015,3
3812024339,40.635145,-8.6580165,3
4315342068,40.6353147,-8.6577922,4
3812024341,40.6351686,-8.6580329,4
3812024329,40.6353092,-8.6578028,5
3812024325,40.6351362,-8.6580258,5
3812024343,40.6353006,-8.657828,6
8096453701,40.6352251,-8.6579199,2
8096453705,40.6351536,-8.6580061,2
8096453703,40.6352228,-8.6579149,3
8096453707,40.6352969,-8.6579189,3
8096453724,40.6352132,-8.6579256,4
5575498784,40.6302944,-8.6580955,1
7152828130,40.6304601,-8.6582149,2
8096454298,40.6303692,-8.6584737,1
7152828118,40.6302413,-8.6584211,1
7152828120,40.6301156,-8.6586031,1
7152828128,40.6302392,-8.6581813,2
7152828122,40.6302234,-8.6584972,2
5015288283,40.6301715,-8.6585636,2
5015288281,40.6302957,-8.6580854,3
1861243776,40.6304376,-8.6582347,3
5015288285,40.6303129,-8.6584573,3
5015288287,40.6302062,-8.6585807,3
6857537759,40.6300128,-8.6588087,3
5575498351,40.6299553,-8.6587303,3
1827293067,40.6304417,-8.6583688,3
2401154209,40.6301593,-8.6586943,2
5348776420,40.6304481,-8.6583882,1
